,Year,Term Number,Department,Course Number,Number of Sections,Enrollments,Median GPA Points,Average Section Size
1527,2022.0,2.0,THEA,48.0,1.0,14.0,4.0,14.0
1528,2022.0,2.0,THEA,7.01,2.0,32.0,4.0,16.0
1529,2022.0,2.0,,10.08,1.0,19.0,4.0,
1530,2022.0,2.0,TUCK,3.0,2.0,124.0,3.6666666666666665,62.0
1531,2022.0,2.0,WGSS,3.0,1.0,,,22.0
1532,2022.0,2.0,WGSS,16.0,1.0,11.0,4.0,11.0
1533,2022.0,2.0,WGSS,7.01,1.0,16.0,4.0,16.0
1534,2022.0,2.0,WGSS,7.2,1.0,15.0,4.0,15.0
1535,2022.0,2.0,WGSS,80.0,1.0,10.0,4.0,10.0
1536,2022.0,2.0,WGSS,23.02,1.0,14.0,3.6666666666666665,14.0
1537,2022.0,2.0,,33.03,1.0,34.0,4.0,34.0
1538,2022.0,,WGSS,37.04,1.0,18.0,,18.0
1539,2022.0,2.0,WGSS,42.05,1.0,28.0,4.0,28.0
1540,2022.0,2.0,WGSS,43.06,1.0,13.0,3.6666666666666665,13.0
1541,2022.0,2.0,WGSS,51.09,1.0,30.0,3.6666666666666665,
1542,2022.0,2.0,WGSS,53.07,1.0,,4.0,24.0
1543,2022.0,,WGSS,65.07,1.0,18.0,4.0,18.0
1544,2022.0,2.0,,66.07,1.0,10.0,4.0,10.0
1545,2022.0,2.0,WGSS,66.11,1.0,10.0,4.0,10.0
1546,2022.0,,WGSS,66.12,,15.0,4.0,15.0
1547,2022.0,2.0,WGSS,66.14,2.0,136.0,,68.0
1548,2022.0,2.0,WGSS,66.16,1.0,,4.0,19.0
1549,2022.0,2.0,WGSS,66.17,1.0,17.0,4.0,
1550,,2.0,WRIT,41.0,1.0,,,20.0
1551,2022.0,2.0,WRIT,,,16.0,,16.0
1552,,,WRIT,7.28,1.0,16.0,4.0,
1553,2022.0,2.0,WRIT,7.3,1.0,16.0,,16.0
1554,2022.0,,WRIT,7.32,1.0,16.0,3.6666666666666665,
1555,2022.0,2.0,WRIT,7.34,1.0,16.0,3.8333333333333335,16.0
1556,2022.0,2.0,WRIT,7.35,1.0,16.0,4.0,16.0
1557,,2.0,WRIT,7.36,1.0,16.0,3.6666666666666665,16.0
1558,2022.0,2.0,WRIT,7.37,2.0,30.0,4.0,15.0
1559,2022.0,2.0,WRIT,7.38,1.0,16.0,,16.0
