,Year,Term Number,Department,Course Number,Number of Sections,Enrollments,Median GPA Points,Average Section Size
396,2021.0,4.0,HIST,78.04,1.0,22.0,4.0,22.0
397,2021.0,4.0,HIST,,1.0,11.0,,
398,2021.0,,HIST,90.11,,17.0,3.333333333333333,17.0
399,2021.0,4.0,HIST,90.13,1.0,11.0,4.0,
400,2021.0,4.0,HIST,94.05,1.0,23.0,3.6666666666666665,23.0
401,2021.0,4.0,HIST,96.38,1.0,13.0,,13.0
402,2021.0,4.0,HUM,1.0,6.0,92.0,3.77536231884058,15.333333333333334
403,2021.0,4.0,INTS,16.0,,35.0,3.666666666666666,35.0
404,2021.0,4.0,INTS,18.0,1.0,30.0,3.6666666666666665,30.0
405,2021.0,4.0,ITAL,1.0,2.0,32.0,3.84375,16.0
406,2021.0,4.0,ITAL,3.0,1.0,12.0,4.0,12.0
407,2021.0,4.0,ITAL,11.0,1.0,14.0,3.6666666666666665,14.0
408,2021.0,4.0,ITAL,14.0,1.0,13.0,4.0,
409,2021.0,4.0,ITAL,37.11,1.0,22.0,4.0,22.0
410,2021.0,4.0,,1.0,2.0,37.0,3.8378378378378377,18.5
411,2021.0,4.0,JWST,4.0,,21.0,3.6666666666666665,21.0
412,2021.0,4.0,JWST,51.0,1.0,11.0,4.0,11.0
413,2021.0,4.0,JWST,37.02,1.0,,4.0,71.0
414,2021.0,4.0,JWST,40.01,1.0,15.0,3.333333333333333,15.0
415,2021.0,4.0,LACS,,1.0,34.0,4.0,
416,2021.0,4.0,LACS,50.09,1.0,25.0,3.666666666666666,
417,2021.0,4.0,LAT,,3.0,55.0,4.0,18.33333333333333
418,2021.0,4.0,LAT,3.0,,27.0,3.6666666666666665,13.5
419,2021.0,4.0,LAT,20.0,1.0,10.0,4.0,10.0
420,2021.0,4.0,LATS,3.0,1.0,24.0,,
421,2021.0,4.0,,5.0,1.0,15.0,,15.0
422,2021.0,4.0,LATS,,,27.0,4.0,27.0
423,2021.0,4.0,LATS,45.0,1.0,30.0,3.6666666666666665,
424,2021.0,4.0,LING,1.0,2.0,,3.333333333333333,28.0
425,2021.0,4.0,LING,,1.0,19.0,3.666666666666666,19.0
426,2021.0,4.0,LING,22.0,1.0,17.0,,17.0
427,2021.0,4.0,LING,50.01,1.0,33.0,4.0,33.0
428,2021.0,4.0,,1.0,4.0,300.0,3.333333333333333,75.0
429,,4.0,MATH,,,1175.0,4.0,235.0
430,2021.0,4.0,,8.0,3.0,231.0,3.0,77.0
431,,4.0,MATH,9.0,2.0,32.0,3.1666666666666665,16.0
432,2021.0,4.0,MATH,11.0,4.0,444.0,3.6666666666666665,111.0
433,2021.0,4.0,,13.0,1.0,35.0,,35.0
434,2021.0,4.0,,,1.0,33.0,4.0,33.0
435,2021.0,,,22.0,2.0,92.0,,46.0
436,2021.0,4.0,MATH,23.0,2.0,70.0,,35.0
437,2021.0,4.0,MATH,25.0,1.0,15.0,4.0,15.0
438,2021.0,,MATH,36.0,1.0,32.0,3.6666666666666665,32.0
439,2021.0,4.0,MATH,50.0,1.0,72.0,3.6666666666666665,72.0
440,2021.0,4.0,MATH,68.0,1.0,11.0,,11.0
441,2021.0,4.0,MATH,71.0,1.0,15.0,4.0,15.0
442,2021.0,4.0,,,1.0,35.0,3.666666666666666,35.0
443,2021.0,4.0,MES,6.02,,54.0,4.0,54.0
444,2021.0,4.0,MES,,1.0,35.0,3.666666666666666,35.0
445,2021.0,4.0,MES,12.09,1.0,15.0,3.333333333333333,15.0
446,2021.0,4.0,MES,13.12,1.0,19.0,4.0,19.0
447,2021.0,4.0,MUS,1.0,1.0,30.0,4.0,30.0
448,2021.0,4.0,MUS,20.0,1.0,32.0,4.0,
449,2021.0,4.0,,21.0,1.0,18.0,,18.0
450,2021.0,4.0,,25.0,1.0,,4.0,14.0
451,2021.0,4.0,,26.0,1.0,10.0,4.0,10.0
452,2021.0,4.0,MUS,36.0,1.0,17.0,3.6666666666666665,17.0
453,2021.0,4.0,MUS,42.0,1.0,19.0,4.0,19.0
454,2021.0,4.0,MUS,,1.0,74.0,4.0,74.0
455,2021.0,4.0,MUS,51.0,1.0,27.0,,27.0
456,2021.0,,MUS,99.0,1.0,16.0,,16.0
457,2021.0,4.0,MUS,16.02,1.0,19.0,,19.0
458,2021.0,4.0,MUS,18.02,1.0,26.0,4.0,
459,2021.0,4.0,,40.06,1.0,13.0,4.0,13.0
460,2021.0,4.0,MUS,57.03,1.0,,,11.0
461,2021.0,4.0,NAS,8.0,1.0,35.0,3.666666666666666,35.0
462,2021.0,4.0,,11.0,1.0,28.0,3.6666666666666665,
463,2021.0,4.0,NAS,14.0,1.0,,3.333333333333333,58.0
464,2021.0,4.0,,25.0,1.0,78.0,3.6666666666666665,78.0
465,2021.0,4.0,NAS,30.22,1.0,11.0,4.0,11.0
466,2021.0,4.0,PBPL,43.0,1.0,20.0,3.6666666666666665,20.0
467,2021.0,4.0,PBPL,44.0,1.0,18.0,3.5,
468,2021.0,4.0,PBPL,,1.0,32.0,,
469,2021.0,4.0,PBPL,83.01,1.0,12.0,3.6666666666666665,12.0
470,2021.0,4.0,PHIL,3.0,1.0,19.0,3.666666666666666,19.0
471,2021.0,4.0,PHIL,4.0,1.0,29.0,4.0,29.0
472,,4.0,PHIL,9.0,1.0,,,30.0
473,2021.0,4.0,PHIL,1.01,1.0,27.0,3.6666666666666665,27.0
474,2021.0,,PHIL,1.03,1.0,30.0,4.0,30.0
475,2021.0,,PHIL,1.11,1.0,27.0,4.0,27.0
476,,4.0,PHIL,1.14,1.0,,4.0,20.0
477,2021.0,4.0,PHIL,1.16,1.0,28.0,3.8333333333333335,28.0
478,2021.0,4.0,PHIL,11.0,1.0,22.0,3.666666666666666,22.0
479,2021.0,4.0,PHIL,26.0,1.0,24.0,4.0,24.0
480,2021.0,4.0,PHIL,9.01,1.0,27.0,3.6666666666666665,27.0
481,2021.0,4.0,PHIL,16.02,1.0,15.0,3.6666666666666665,15.0
482,2021.0,4.0,PHIL,38.03,1.0,22.0,4.0,
483,2021.0,4.0,PHIL,50.36,1.0,18.0,,18.0
484,2021.0,4.0,PHYS,3.0,1.0,28.0,3.6666666666666665,28.0
485,,,PHYS,13.0,2.0,186.0,3.333333333333333,
486,2021.0,,PHYS,15.0,1.0,26.0,4.0,
487,,4.0,,19.0,1.0,11.0,4.0,
488,2021.0,4.0,PHYS,43.0,1.0,16.0,4.0,16.0
489,2021.0,4.0,PHYS,,1.0,12.0,3.8333333333333335,12.0
490,2021.0,,PHYS,70.0,1.0,13.0,3.6666666666666665,13.0
491,2021.0,4.0,,77.0,1.0,14.0,4.0,14.0
492,2021.0,4.0,PSYC,1.0,1.0,199.0,3.0,199.0
493,2021.0,4.0,PSYC,6.0,1.0,76.0,3.1666666666666665,76.0
494,2021.0,4.0,PSYC,10.0,1.0,33.0,3.333333333333333,33.0
495,,4.0,PSYC,11.0,,23.0,3.6666666666666665,23.0
496,2021.0,4.0,PSYC,21.0,1.0,66.0,3.333333333333333,66.0
497,,4.0,PSYC,,1.0,51.0,3.0,
498,2021.0,4.0,PSYC,35.0,,14.0,3.333333333333333,14.0
499,,4.0,PSYC,36.0,1.0,20.0,3.333333333333333,20.0
500,2021.0,,PSYC,37.0,1.0,,3.6666666666666665,23.0
501,2021.0,,PSYC,40.0,1.0,30.0,3.6666666666666665,30.0
502,2021.0,4.0,PSYC,60.0,1.0,11.0,3.666666666666666,
503,2021.0,4.0,PSYC,50.09,1.0,,3.333333333333333,27.0
504,2021.0,4.0,PSYC,51.01,1.0,,4.0,19.0
505,2021.0,4.0,PSYC,51.13,1.0,33.0,4.0,33.0
506,2021.0,,PSYC,52.04,1.0,28.0,3.6666666666666665,28.0
507,2021.0,4.0,PSYC,54.08,1.0,21.0,3.6666666666666665,21.0
508,2021.0,4.0,PSYC,83.08,1.0,14.0,4.0,14.0
509,2021.0,4.0,QSS,15.0,1.0,15.0,3.6666666666666665,15.0
510,2021.0,4.0,QSS,17.0,1.0,30.0,3.6666666666666665,30.0
511,2021.0,4.0,QSS,41.0,1.0,27.0,3.6666666666666665,27.0
512,2021.0,4.0,,54.0,,,4.0,19.0
513,,4.0,,30.13,1.0,35.0,4.0,35.0
514,2021.0,4.0,QSS,,1.0,18.0,,18.0
515,2021.0,4.0,QSS,30.16,1.0,16.0,4.0,16.0
516,2021.0,4.0,QSS,30.17,,26.0,4.0,26.0
517,2021.0,4.0,QSS,30.18,1.0,14.0,3.6666666666666665,14.0
518,2021.0,4.0,QSS,,1.0,18.0,,18.0
519,2021.0,4.0,REL,4.0,1.0,21.0,3.6666666666666665,21.0
520,2021.0,4.0,REL,,1.0,57.0,4.0,57.0
521,2021.0,4.0,REL,1.02,1.0,15.0,4.0,
522,2021.0,4.0,REL,1.11,1.0,57.0,4.0,57.0
523,2021.0,4.0,REL,54.0,1.0,20.0,3.333333333333333,20.0
524,2021.0,4.0,REL,16.01,1.0,54.0,,54.0
525,2021.0,4.0,REL,16.09,1.0,19.0,,19.0
526,2021.0,4.0,REL,20.06,1.0,16.0,4.0,
527,2021.0,4.0,REL,40.07,1.0,,4.0,14.0
528,2021.0,4.0,REL,41.04,1.0,36.0,4.0,36.0
529,2021.0,4.0,REL,41.05,1.0,28.0,4.0,28.0
530,2021.0,4.0,RUSS,1.0,,12.0,4.0,12.0
531,2021.0,4.0,,,1.0,,4.0,23.0
532,2021.0,4.0,RUSS,13.0,1.0,,3.8333333333333335,68.0
533,2021.0,4.0,RUSS,14.0,1.0,20.0,4.0,20.0
534,2021.0,4.0,RUSS,27.0,1.0,10.0,4.0,10.0
535,2021.0,4.0,RUSS,31.0,1.0,20.0,4.0,
536,,,SART,15.0,1.0,16.0,4.0,16.0
537,2021.0,4.0,SART,16.0,2.0,21.0,4.0,
538,2021.0,4.0,SART,25.0,1.0,15.0,4.0,15.0
539,2021.0,4.0,,29.0,1.0,11.0,4.0,11.0
540,2021.0,4.0,SART,65.0,1.0,11.0,4.0,11.0
541,2021.0,4.0,,17.08,1.0,10.0,4.0,
542,2021.0,4.0,SOCY,1.0,1.0,80.0,3.6666666666666665,80.0
543,2021.0,,SOCY,10.0,2.0,53.0,3.742138364779874,26.5
544,2021.0,4.0,SOCY,15.0,1.0,25.0,3.666666666666666,25.0
545,2021.0,4.0,SOCY,35.0,1.0,35.0,,35.0
546,,4.0,SOCY,48.0,1.0,29.0,4.0,29.0
547,2021.0,4.0,SOCY,,1.0,19.0,4.0,19.0
548,2021.0,4.0,SOCY,61.0,1.0,26.0,4.0,26.0
549,2021.0,,SOCY,75.0,1.0,18.0,4.0,18.0
550,2021.0,4.0,SPAN,1.0,8.0,832.0,3.666666666666667,104.0
551,2021.0,,SPAN,2.0,6.0,,3.6666666666666665,
552,2021.0,4.0,SPAN,3.0,5.0,355.0,3.666666666666666,71.0
553,,4.0,SPAN,9.0,3.0,96.0,3.6666666666666665,32.0
554,2021.0,4.0,,20.0,2.0,56.0,3.6666666666666665,28.0
555,2021.0,4.0,SPAN,,2.0,52.0,3.6666666666666665,26.0
556,2021.0,4.0,SPAN,45.05,1.0,13.0,4.0,13.0
557,,4.0,SPEE,26.0,1.0,18.0,4.0,
558,2021.0,4.0,SPEE,,1.0,,4.0,14.0
559,2021.0,4.0,SPEE,20.03,1.0,14.0,3.6666666666666665,14.0
560,2021.0,4.0,,15.0,1.0,17.0,4.0,17.0
561,2021.0,4.0,THEA,26.0,1.0,17.0,4.0,17.0
562,2021.0,4.0,THEA,30.0,3.0,46.0,4.0,15.333333333333334
563,2021.0,4.0,THEA,35.0,1.0,16.0,4.0,16.0
564,,4.0,,,1.0,15.0,4.0,15.0
565,2021.0,4.0,THEA,42.0,,12.0,,12.0
566,2021.0,4.0,,50.0,1.0,12.0,4.0,12.0
567,2021.0,4.0,TUCK,2.0,2.0,232.0,3.6666666666666665,116.0
568,2021.0,4.0,WGSS,,4.0,76.0,4.0,19.0
569,,4.0,WGSS,80.0,1.0,17.0,4.0,17.0
570,2021.0,4.0,WGSS,18.01,,18.0,4.0,
571,2021.0,4.0,WGSS,31.04,1.0,26.0,3.333333333333333,26.0
572,2021.0,4.0,WGSS,33.05,1.0,26.0,4.0,26.0
573,2021.0,4.0,WGSS,36.01,1.0,,4.0,29.0
574,2021.0,4.0,,37.03,1.0,19.0,3.666666666666666,19.0
575,2021.0,4.0,WGSS,41.06,1.0,24.0,4.0,24.0
576,2021.0,4.0,WGSS,46.01,1.0,,4.0,29.0
577,2021.0,4.0,WGSS,48.08,1.0,18.0,3.8333333333333335,18.0
578,2021.0,4.0,WGSS,56.01,1.0,26.0,3.333333333333333,26.0
579,2021.0,4.0,WGSS,65.06,,13.0,4.0,13.0
580,2021.0,,WGSS,67.01,1.0,11.0,4.0,11.0
581,2021.0,4.0,WRIT,,10.0,137.0,3.7104622871046233,13.7
582,2021.0,4.0,WRIT,5.0,33.0,515.0,3.857605177993527,15.606060606060606
583,2021.0,4.0,WRIT,43.0,1.0,18.0,4.0,18.0
584,2022.0,1.0,,,1.0,,4.0,24.0
585,2022.0,1.0,AAAS,13.0,1.0,18.0,4.0,18.0
586,,1.0,AAAS,22.0,1.0,22.0,4.0,
587,2022.0,1.0,AAAS,50.0,,31.0,3.6666666666666665,31.0
588,2022.0,1.0,AAAS,53.0,1.0,,3.6666666666666665,16.0
589,2022.0,1.0,,,1.0,,4.0,
590,2022.0,,AAAS,18.03,1.0,,3.0,52.0
591,2022.0,1.0,AAAS,20.15,1.0,16.0,4.0,16.0
592,,1.0,AAAS,36.5,1.0,24.0,4.0,24.0
593,2022.0,1.0,AAAS,54.05,1.0,18.0,4.0,18.0
594,2022.0,1.0,,67.09,1.0,16.0,4.0,16.0
595,2022.0,1.0,AAAS,68.08,1.0,15.0,4.0,15.0
596,,1.0,AAAS,80.06,,24.0,3.333333333333333,24.0
597,2022.0,1.0,AAAS,87.05,1.0,34.0,3.6666666666666665,34.0
598,2022.0,1.0,,88.11,1.0,21.0,3.6666666666666665,21.0
599,2022.0,1.0,AAAS,90.01,1.0,11.0,3.666666666666666,
600,,1.0,ANTH,3.0,1.0,78.0,3.6666666666666665,78.0
601,2022.0,,ANTH,14.0,1.0,34.0,3.6666666666666665,34.0
602,2022.0,1.0,ANTH,17.0,,,4.0,25.0
603,2022.0,1.0,ANTH,41.0,1.0,70.0,3.666666666666666,70.0
604,,1.0,ANTH,51.0,,13.0,4.0,13.0
605,2022.0,1.0,ANTH,58.0,1.0,23.0,4.0,23.0
606,2022.0,1.0,ANTH,7.05,1.0,16.0,3.6666666666666665,16.0
607,2022.0,1.0,ANTH,73.0,1.0,11.0,4.0,
608,2022.0,1.0,ANTH,12.26,1.0,25.0,3.666666666666666,25.0
609,2022.0,1.0,,50.05,1.0,34.0,3.6666666666666665,
610,,1.0,ANTH,50.31,1.0,22.0,4.0,22.0
611,2022.0,1.0,ANTH,50.37,1.0,20.0,3.6666666666666665,20.0
612,2022.0,1.0,ANTH,50.44,1.0,17.0,4.0,17.0
613,2022.0,1.0,ANTH,50.45,1.0,13.0,,13.0
614,2022.0,1.0,,52.01,1.0,13.0,4.0,13.0
615,2022.0,1.0,ANTH,54.01,,13.0,4.0,13.0
616,2022.0,1.0,ARTH,5.0,1.0,55.0,3.6666666666666665,55.0
617,2022.0,1.0,ARTH,7.05,1.0,16.0,3.8333333333333335,16.0
618,2022.0,1.0,ARTH,12.01,1.0,,3.666666666666666,22.0
619,2022.0,1.0,ARTH,38.01,1.0,20.0,4.0,20.0
620,2022.0,1.0,ARTH,40.04,1.0,26.0,4.0,26.0
621,2022.0,1.0,ARTH,48.05,1.0,25.0,,25.0
622,2022.0,1.0,ARTH,63.71,1.0,24.0,3.8333333333333335,24.0
623,2022.0,1.0,ASCL,7.03,1.0,15.0,,15.0
624,2022.0,1.0,ASCL,51.05,1.0,58.0,4.0,58.0
625,2022.0,1.0,ASCL,54.07,1.0,31.0,3.6666666666666665,
626,2022.0,1.0,ASCL,60.25,1.0,20.0,3.6666666666666665,
627,2022.0,1.0,ASCL,61.08,1.0,29.0,4.0,29.0
628,2022.0,1.0,ASCL,64.12,1.0,31.0,3.6666666666666665,31.0
629,2022.0,1.0,,70.01,1.0,20.0,4.0,20.0
630,2022.0,1.0,ASCL,70.09,1.0,33.0,4.0,33.0
631,2022.0,1.0,BIOL,,2.0,84.0,3.0,42.0
632,2022.0,1.0,BIOL,14.0,1.0,,3.0,41.0
633,2022.0,1.0,BIOL,15.0,,24.0,3.0,24.0
634,,,BIOL,28.0,1.0,16.0,,16.0
635,2022.0,1.0,BIOL,29.0,1.0,25.0,3.333333333333334,25.0
636,,1.0,BIOL,40.0,1.0,18.0,3.0,18.0
637,,1.0,BIOL,42.0,1.0,33.0,3.333333333333333,33.0
638,2022.0,1.0,BIOL,,1.0,15.0,4.0,15.0
639,2022.0,1.0,BIOL,56.0,1.0,15.0,,15.0
640,2022.0,1.0,BIOL,,1.0,15.0,3.6666666666666665,15.0
641,,1.0,BIOL,7.02,1.0,16.0,3.6666666666666665,16.0
642,2022.0,1.0,BIOL,78.0,1.0,15.0,4.0,15.0
643,2022.0,,BIOL,,1.0,21.0,3.333333333333333,21.0
644,2022.0,1.0,BIOL,74.01,1.0,,,15.0
645,2022.0,1.0,CHEM,5.0,2.0,182.0,3.333333333333334,91.0
646,2022.0,1.0,CHEM,52.0,1.0,52.0,3.333333333333333,52.0
647,2022.0,1.0,CHEM,57.0,1.0,12.0,3.5,12.0
648,2022.0,1.0,CHEM,64.0,1.0,16.0,3.6666666666666665,16.0
649,,1.0,CHIN,2.0,2.0,22.0,4.0,11.0
650,2022.0,1.0,CHIN,22.0,1.0,12.0,4.0,12.0
651,2022.0,1.0,,32.0,1.0,14.0,4.0,14.0
652,2022.0,1.0,,7.11,1.0,10.0,4.0,10.0
653,2022.0,,CLST,11.16,,27.0,4.0,27.0
654,2022.0,,CLST,11.19,,12.0,3.6666666666666665,12.0
655,2022.0,1.0,COCO,36.0,1.0,18.0,3.6666666666666665,18.0
656,2022.0,1.0,COGS,25.0,1.0,,3.6666666666666665,30.0
657,2022.0,1.0,COGS,7.01,1.0,16.0,4.0,
658,2022.0,1.0,COGS,11.04,1.0,11.0,3.666666666666666,11.0
659,2022.0,1.0,COLT,7.17,1.0,14.0,4.0,14.0
660,2022.0,1.0,COLT,57.07,,16.0,3.6666666666666665,16.0
661,2022.0,1.0,COLT,62.08,1.0,,,10.0
662,2022.0,1.0,COSC,,2.0,199.0,4.0,99.5
663,2022.0,1.0,COSC,10.0,2.0,119.0,3.3361344537815127,59.5
664,2022.0,1.0,COSC,24.0,1.0,19.0,3.666666666666666,19.0
665,2022.0,1.0,COSC,30.0,1.0,56.0,3.333333333333333,56.0
666,2022.0,1.0,COSC,31.0,2.0,94.0,3.1773049645390072,47.0
667,,1.0,COSC,36.0,1.0,11.0,3.666666666666666,11.0
668,2022.0,1.0,COSC,50.0,1.0,42.0,3.6666666666666665,42.0
669,2022.0,1.0,,58.0,1.0,19.0,4.0,19.0
670,2022.0,1.0,COSC,67.0,1.0,,4.0,35.0
671,2022.0,,COSC,70.0,1.0,31.0,3.6666666666666665,31.0
672,2022.0,1.0,COSC,74.0,1.0,87.0,4.0,87.0
673,2022.0,1.0,COSC,63.01,1.0,14.0,4.0,14.0
674,2022.0,1.0,COSC,,1.0,13.0,4.0,
675,2022.0,,COSC,98.02,1.0,70.0,4.0,70.0
676,2022.0,,COSC,99.02,1.0,11.0,4.0,11.0
677,2022.0,1.0,CRWT,10.0,2.0,,4.0,12.0
678,2022.0,1.0,CRWT,12.0,,12.0,,12.0
679,,1.0,CRWT,20.0,1.0,12.0,4.0,12.0
680,2022.0,1.0,CRWT,,1.0,17.0,4.0,17.0
681,2022.0,1.0,EARS,2.0,,157.0,3.333333333333333,78.5
682,2022.0,1.0,EARS,9.0,1.0,,4.0,
683,2022.0,1.0,EARS,32.0,1.0,16.0,3.333333333333333,16.0
684,2022.0,1.0,,,1.0,12.0,3.8333333333333335,12.0
685,2022.0,1.0,EARS,51.0,1.0,13.0,3.6666666666666665,13.0
686,2022.0,1.0,EARS,,1.0,12.0,4.0,12.0
687,2022.0,1.0,EARS,78.0,1.0,18.0,4.0,18.0
688,2022.0,1.0,EARS,65.01,1.0,27.0,4.0,27.0
689,2022.0,1.0,ECON,1.0,3.0,214.0,3.333333333333333,71.33333333333333
690,2022.0,1.0,ECON,3.0,2.0,50.0,3.333333333333334,25.0
691,2022.0,1.0,ECON,10.0,2.0,114.0,3.333333333333333,57.0
692,2022.0,1.0,ECON,15.0,,29.0,3.333333333333333,29.0
693,2022.0,1.0,ECON,20.0,2.0,126.0,3.333333333333333,63.0
694,2022.0,1.0,ECON,21.0,2.0,116.0,3.333333333333333,58.0
695,2022.0,1.0,ECON,22.0,2.0,124.0,3.333333333333333,62.0
696,2022.0,,ECON,24.0,2.0,116.0,3.333333333333333,58.0
697,2022.0,1.0,ECON,29.0,2.0,,3.333333333333333,46.0
698,2022.0,,ECON,35.0,2.0,80.0,3.333333333333333,40.0
699,2022.0,1.0,ECON,36.0,1.0,29.0,3.333333333333333,29.0
700,2022.0,1.0,ECON,38.0,2.0,134.0,3.333333333333333,67.0
701,2022.0,1.0,ECON,,2.0,46.0,3.333333333333333,23.0
702,2022.0,1.0,ECON,57.0,1.0,10.0,,10.0
703,2022.0,1.0,ECON,,2.0,38.0,3.666666666666666,
704,2022.0,1.0,ECON,66.0,3.0,135.0,3.6666666666666665,45.0
705,2022.0,1.0,ECON,67.0,1.0,16.0,3.6666666666666665,16.0
706,2022.0,1.0,ECON,,,40.0,3.6666666666666665,20.0
707,2022.0,1.0,ECON,82.0,1.0,,4.0,10.0
708,2022.0,1.0,EDUC,20.0,1.0,32.0,3.6666666666666665,32.0
709,2022.0,1.0,,24.0,1.0,23.0,3.6666666666666665,23.0
710,2022.0,1.0,EDUC,46.0,1.0,15.0,,15.0
711,2022.0,1.0,EDUC,47.0,1.0,29.0,3.6666666666666665,29.0
712,2022.0,1.0,ENGL,2.0,1.0,31.0,4.0,31.0
713,2022.0,,ENGL,,1.0,15.0,4.0,15.0
714,2022.0,1.0,ENGL,23.0,1.0,40.0,4.0,40.0
715,2022.0,1.0,ENGL,31.0,1.0,18.0,4.0,18.0
716,2022.0,1.0,ENGL,36.0,1.0,19.0,3.666666666666666,19.0
717,2022.0,1.0,ENGL,37.0,1.0,16.0,4.0,16.0
718,2022.0,1.0,ENGL,7.44,1.0,16.0,3.6666666666666665,16.0
719,2022.0,1.0,ENGL,7.47,1.0,16.0,4.0,16.0
720,2022.0,1.0,ENGL,,1.0,14.0,4.0,14.0
721,2022.0,1.0,ENGL,7.53,1.0,16.0,4.0,16.0
722,2022.0,1.0,,7.54,1.0,15.0,4.0,15.0
723,,1.0,ENGL,7.57,1.0,16.0,4.0,16.0
724,2022.0,1.0,ENGL,52.18,1.0,31.0,3.6666666666666665,31.0
725,2022.0,1.0,ENGL,62.22,1.0,21.0,3.6666666666666665,21.0
726,2022.0,1.0,ENGL,63.04,1.0,15.0,3.6666666666666665,15.0
727,2022.0,1.0,ENGL,63.29,1.0,16.0,4.0,16.0
728,2022.0,1.0,ENGL,64.08,1.0,10.0,4.0,10.0
729,,1.0,ENGL,71.15,1.0,12.0,4.0,12.0
730,2022.0,1.0,ENGS,,1.0,52.0,4.0,52.0
731,2022.0,1.0,ENGS,11.0,1.0,26.0,4.0,
732,2022.0,1.0,ENGS,12.0,2.0,,4.0,22.0
733,2022.0,1.0,ENGS,18.0,1.0,28.0,3.6666666666666665,28.0
734,2022.0,1.0,,20.0,1.0,33.0,3.333333333333333,33.0
735,,1.0,ENGS,21.0,1.0,57.0,,57.0
736,2022.0,1.0,ENGS,22.0,1.0,22.0,3.833333333333334,22.0
737,2022.0,1.0,ENGS,23.0,1.0,24.0,3.333333333333333,24.0
738,2022.0,1.0,ENGS,24.0,1.0,23.0,3.333333333333333,23.0
739,2022.0,1.0,ENGS,25.0,1.0,31.0,4.0,31.0
740,2022.0,1.0,ENGS,28.0,1.0,,3.6666666666666665,32.0
741,2022.0,1.0,ENGS,30.0,1.0,10.0,3.333333333333333,10.0
742,2022.0,,ENGS,32.0,1.0,21.0,3.6666666666666665,21.0
743,2022.0,1.0,ENGS,33.0,1.0,26.0,4.0,26.0
744,2022.0,,ENGS,41.0,1.0,22.0,3.666666666666666,22.0
745,2022.0,1.0,,52.0,1.0,11.0,4.0,11.0
746,2022.0,,ENGS,58.0,1.0,14.0,3.5,14.0
747,2022.0,1.0,ENGS,62.0,1.0,19.0,4.0,19.0
748,2022.0,1.0,ENGS,66.0,1.0,56.0,3.333333333333333,56.0
749,2022.0,1.0,ENGS,7.08,1.0,16.0,4.0,
750,2022.0,1.0,ENGS,72.0,1.0,10.0,3.333333333333333,10.0
751,2022.0,1.0,ENGS,75.0,1.0,18.0,3.8333333333333335,18.0
752,2022.0,1.0,ENGS,90.0,,63.0,4.0,63.0
753,2022.0,1.0,ENGS,93.0,1.0,21.0,3.6666666666666665,21.0
754,2022.0,1.0,ENGS,171.0,,11.0,4.0,11.0
755,2022.0,1.0,ENVS,2.0,1.0,,3.6666666666666665,
756,2022.0,1.0,ENVS,12.0,1.0,38.0,3.666666666666666,38.0
757,2022.0,1.0,ENVS,45.0,1.0,31.0,,31.0
758,2022.0,1.0,ENVS,56.0,1.0,44.0,4.0,44.0
759,2022.0,1.0,ENVS,7.02,1.0,16.0,3.6666666666666665,16.0
760,2022.0,,ENVS,80.01,1.0,20.0,4.0,20.0
761,2022.0,,ENVS,80.08,1.0,30.0,4.0,30.0
762,2022.0,1.0,ENVS,80.15,,,4.0,13.0
763,2022.0,1.0,FILM,3.0,1.0,19.0,4.0,19.0
764,2022.0,1.0,FILM,21.0,1.0,13.0,3.333333333333333,13.0
765,2022.0,1.0,,31.0,1.0,17.0,4.0,17.0
766,2022.0,1.0,FILM,33.0,1.0,11.0,4.0,11.0
767,2022.0,1.0,FILM,,1.0,10.0,3.8333333333333335,10.0
768,2022.0,1.0,FILM,80.0,1.0,14.0,,14.0
769,2022.0,1.0,FILM,42.21,1.0,15.0,4.0,15.0
770,2022.0,1.0,,43.02,1.0,14.0,4.0,14.0
771,2022.0,1.0,FILM,46.07,1.0,24.0,4.0,24.0
772,2022.0,1.0,FILM,46.09,1.0,14.0,4.0,14.0
773,2022.0,,FILM,47.02,1.0,14.0,4.0,14.0
774,,1.0,FILM,47.17,1.0,14.0,4.0,14.0
775,2022.0,1.0,,48.03,1.0,,4.0,12.0
776,2022.0,1.0,FILM,,1.0,19.0,4.0,19.0
777,2022.0,1.0,FREN,1.0,1.0,10.0,,10.0
778,2022.0,1.0,FREN,2.0,2.0,24.0,3.5138888888888893,12.0
779,2022.0,1.0,FREN,3.0,2.0,27.0,3.82716049382716,13.5
780,2022.0,1.0,FREN,8.0,2.0,23.0,4.0,
781,2022.0,1.0,FREN,10.0,1.0,11.0,3.666666666666666,11.0
782,2022.0,,FREN,12.0,1.0,11.0,3.666666666666666,11.0
783,2022.0,1.0,,23.0,,17.0,4.0,17.0
784,2022.0,1.0,FREN,29.0,,15.0,4.0,15.0
785,2022.0,1.0,FREN,30.0,1.0,15.0,3.6666666666666665,15.0
786,,1.0,FREN,31.0,1.0,15.0,3.6666666666666665,15.0
787,,,FREN,7.06,1.0,16.0,,16.0
788,2022.0,1.0,GEOG,11.0,1.0,21.0,4.0,21.0
789,,1.0,GEOG,29.0,1.0,19.0,3.666666666666666,19.0
790,2022.0,1.0,GEOG,,1.0,72.0,4.0,72.0
791,2022.0,1.0,GEOG,31.0,1.0,13.0,3.6666666666666665,13.0
792,2022.0,1.0,GEOG,4.01,1.0,,4.0,25.0
793,2022.0,1.0,GEOG,7.18,1.0,14.0,3.6666666666666665,14.0
